R:A::C:P,0 1 4,2,3 5 6
0 1 4,0.4015957446808511,0.07180851063829788,0.16489361702127658
2,0.10106382978723404,0.034574468085106384,0.0797872340425532
3 5 6,0.05319148936170213,0.02925531914893617,0.06382978723404255
