R:A::C:P,0,1,2,3,4,5,6
0,0.0,0.13836477987421383,0.012578616352201259,0.012578616352201259,0.0440251572327044,0.012578616352201259,0.0
1,0.16352201257861634,0.0,0.08176100628930817,0.1069182389937107,0.0440251572327044,0.0440251572327044,0.0
2,0.03773584905660377,0.050314465408805034,0.0,0.08176100628930817,0.006289308176100629,0.025157232704402517,0.012578616352201259
3,0.0,0.006289308176100629,0.025157232704402517,0.0,0.012578616352201259,0.0,0.0
4,0.006289308176100629,0.006289308176100629,0.006289308176100629,0.018867924528301886,0.0,0.0,0.006289308176100629
5,0.006289308176100629,0.0,0.006289308176100629,0.006289308176100629,0.0,0.0,0.006289308176100629
6,0.006289308176100629,0.0,0.0,0.006289308176100629,0.0,0.0,0.0
