                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                      013-2456   55.51%     55.12%     54.46%     9.94%   
                      0134-256   55.13%     50.49%     50.43%     0.97%   
                      035-1246   54.94%     54.06%     50.66%     6.99%   
                      045-1236   54.94%     53.49%     49.76%     5.84%   
                      0136-245   54.75%     50.39%     50.01%     0.73%   
                      036-1245   53.61%     51.65%     49.51%     2.92%   
                      02-13456   53.42%     51.17%     50.73%     2.25%   
                      0456-123   53.42%     56.09%     52.11%     11.14%  
                      02356-14   52.47%     51.36%     49.28%     3.04%   
                      023-1456   51.90%     52.83%     51.77%     5.59%   
                      0356-124   51.14%     53.38%     50.18%     6.30%   
                      0235-146   50.95%     52.25%     50.50%     4.68%   
                      0236-145   50.76%     51.40%     50.22%     2.90%   
                      02346-15   50.38%     49.38%     46.77%     -1.42%  
                      02345-16   50.19%     50.19%     46.84%     0.44%   
                      03456-12   50.00%     54.82%     49.99%     9.75%   
                      026-1345   49.24%     49.43%     48.93%     -1.13%  
                      02456-13   49.05%     48.80%     46.35%     -2.67%  
                      034-1256   48.67%     46.41%     44.13%     -6.14%  
                      0345-126   48.48%     51.86%     47.47%     3.41%   
                      0246-135   47.72%     48.77%     47.40%     -2.52%  
                      0346-125   47.53%     49.81%     46.64%     -0.34%  
                      025-1346   47.15%     47.53%     46.74%     -4.82%  
                      024-1356   46.58%     47.26%     46.25%     -5.35%  
                      0234-156   46.20%     47.70%     45.60%     -4.82%  
                      0256-134   45.63%     46.47%     45.37%     -7.21%  
                      0245-136   45.25%     46.92%     44.99%     -6.35%  


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                      012-3456   63.31%     61.97%     57.87%     20.49%  
                      0123-456   70.15%     61.38%     57.75%     18.59%  
                      01-23456   60.08%     61.29%     60.04%     22.78%  
                      0-123456   73.00%     59.45%     55.83%     14.70%  
                      01235-46   77.19%     59.32%     56.66%     15.05%  
                      014-2356   58.56%     58.49%     57.89%     16.62%  
                      0145-236   61.03%     58.17%     57.92%     16.00%  
                      0124-356   67.49%     58.13%     55.74%     13.76%  
                      015-2346   57.60%     57.81%     57.03%     15.24%  
                      01456-23   65.21%     57.62%     57.42%     14.90%  
                      0146-235   60.08%     57.24%     56.64%     13.88%  
                      012345-6   87.45%     57.03%     56.35%     12.85%  
                      016-2345   56.27%     56.83%     55.57%     13.19%  
                      0456-123   53.42%     56.09%     52.11%     11.14%  
                      01246-35   74.33%     55.75%     53.30%     8.90%   
                      0126-345   64.83%     55.45%     52.12%     8.52%   
                      06-12345   63.50%     55.39%     53.28%     9.15%   
                      01245-36   74.14%     55.34%     54.02%     9.06%   
                      0125-346   65.02%     55.27%     53.00%     8.73%   
                      013-2456   55.51%     55.12%     54.46%     9.94%   
                      03456-12   50.00%     54.82%     49.99%     9.75%   
                      0135-246   58.37%     54.57%     54.29%     8.86%   
                      046-1235   56.27%     54.55%     51.57%     7.88%   
                      05-12346   62.55%     54.31%     51.50%     6.95%   
                      035-1246   54.94%     54.06%     50.66%     6.99%   
                      0156-234   56.46%     53.59%     52.99%     6.83%   
                      045-1236   54.94%     53.49%     49.76%     5.84%   
                      0356-124   51.14%     53.38%     50.18%     6.30%   
                      01345-26   62.93%     53.24%     53.28%     6.61%   
                      01234-56   75.48%     53.16%     52.21%     5.31%   
                      01236-45   74.71%     52.92%     50.73%     4.22%   
                      056-1234   55.70%     52.90%     50.60%     5.08%   
                      03-12456   60.08%     52.90%     50.43%     4.76%   
                      023-1456   51.90%     52.83%     51.77%     5.59%   
                      013456-2   70.15%     52.38%     52.44%     5.06%   
                      023456-1   57.03%     52.35%     48.51%     6.28%   
                      0235-146   50.95%     52.25%     50.50%     4.68%   
                      04-12356   60.46%     52.05%     49.39%     3.26%   
                      0345-126   48.48%     51.86%     47.47%     3.41%   
                      036-1245   53.61%     51.65%     49.51%     2.92%   
                      012456-3   83.65%     51.56%     50.71%     2.38%   
                      0236-145   50.76%     51.40%     50.22%     2.90%   
                      02356-14   52.47%     51.36%     49.28%     3.04%   
                      02-13456   53.42%     51.17%     50.73%     2.25%   
                      0134-256   55.13%     50.49%     50.43%     0.97%   
                      0136-245   54.75%     50.39%     50.01%     0.73%   
                      02345-16   50.19%     50.19%     46.84%     0.44%   
                      01356-24   60.27%     49.99%     49.93%     -0.01%  
                      0346-125   47.53%     49.81%     46.64%     -0.34%  
                      026-1345   49.24%     49.43%     48.93%     -1.13%  
                      02346-15   50.38%     49.38%     46.77%     -1.42%  
                      02456-13   49.05%     48.80%     46.35%     -2.67%  
                      0246-135   47.72%     48.77%     47.40%     -2.52%  
                      01346-25   59.70%     48.63%     48.65%     -2.68%  
                      0234-156   46.20%     47.70%     45.60%     -4.82%  
                      025-1346   47.15%     47.53%     46.74%     -4.82%  
                      024-1356   46.58%     47.26%     46.25%     -5.35%  
                      0245-136   45.25%     46.92%     44.99%     -6.35%  
                      0256-134   45.63%     46.47%     45.37%     -7.21%  
                      034-1256   48.67%     46.41%     44.13%     -6.14%  
                      01256-34   69.20%     44.93%     45.23%     -7.57%  
                      012346-5   85.36%     44.90%     46.05%     -7.47%  
                      012356-4   84.41%     44.22%     45.77%     -7.70%  


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                      01-23456   60.08%     61.29%     60.04%     22.78%  
                      0145-236   61.03%     58.17%     57.92%     16.00%  
                      014-2356   58.56%     58.49%     57.89%     16.62%  
                      012-3456   63.31%     61.97%     57.87%     20.49%  
                      0123-456   70.15%     61.38%     57.75%     18.59%  
                      01456-23   65.21%     57.62%     57.42%     14.90%  
                      015-2346   57.60%     57.81%     57.03%     15.24%  
                      01235-46   77.19%     59.32%     56.66%     15.05%  
                      0146-235   60.08%     57.24%     56.64%     13.88%  
                      012345-6   87.45%     57.03%     56.35%     12.85%  
                      0-123456   73.00%     59.45%     55.83%     14.70%  
                      0124-356   67.49%     58.13%     55.74%     13.76%  
                      016-2345   56.27%     56.83%     55.57%     13.19%  
                      013-2456   55.51%     55.12%     54.46%     9.94%   
                      0135-246   58.37%     54.57%     54.29%     8.86%   
                      01245-36   74.14%     55.34%     54.02%     9.06%   
                      01246-35   74.33%     55.75%     53.30%     8.90%   
                      01345-26   62.93%     53.24%     53.28%     6.61%   
                      06-12345   63.50%     55.39%     53.28%     9.15%   
                      0125-346   65.02%     55.27%     53.00%     8.73%   
                      0156-234   56.46%     53.59%     52.99%     6.83%   
                      013456-2   70.15%     52.38%     52.44%     5.06%   
                      01234-56   75.48%     53.16%     52.21%     5.31%   
                      0126-345   64.83%     55.45%     52.12%     8.52%   
                      0456-123   53.42%     56.09%     52.11%     11.14%  
                      023-1456   51.90%     52.83%     51.77%     5.59%   
                      046-1235   56.27%     54.55%     51.57%     7.88%   
                      05-12346   62.55%     54.31%     51.50%     6.95%   
                      01236-45   74.71%     52.92%     50.73%     4.22%   
                      02-13456   53.42%     51.17%     50.73%     2.25%   
                      012456-3   83.65%     51.56%     50.71%     2.38%   
                      035-1246   54.94%     54.06%     50.66%     6.99%   
                      056-1234   55.70%     52.90%     50.60%     5.08%   
                      0235-146   50.95%     52.25%     50.50%     4.68%   
                      03-12456   60.08%     52.90%     50.43%     4.76%   
                      0134-256   55.13%     50.49%     50.43%     0.97%   
                      0236-145   50.76%     51.40%     50.22%     2.90%   
                      0356-124   51.14%     53.38%     50.18%     6.30%   
                      0136-245   54.75%     50.39%     50.01%     0.73%   
                      03456-12   50.00%     54.82%     49.99%     9.75%   
                      01356-24   60.27%     49.99%     49.93%     -0.01%  
                      045-1236   54.94%     53.49%     49.76%     5.84%   
                      036-1245   53.61%     51.65%     49.51%     2.92%   
                      04-12356   60.46%     52.05%     49.39%     3.26%   
                      02356-14   52.47%     51.36%     49.28%     3.04%   
                      026-1345   49.24%     49.43%     48.93%     -1.13%  
                      01346-25   59.70%     48.63%     48.65%     -2.68%  
                      023456-1   57.03%     52.35%     48.51%     6.28%   
                      0345-126   48.48%     51.86%     47.47%     3.41%   
                      0246-135   47.72%     48.77%     47.40%     -2.52%  
                      02345-16   50.19%     50.19%     46.84%     0.44%   
                      02346-15   50.38%     49.38%     46.77%     -1.42%  
                      025-1346   47.15%     47.53%     46.74%     -4.82%  
                      0346-125   47.53%     49.81%     46.64%     -0.34%  
                      02456-13   49.05%     48.80%     46.35%     -2.67%  
                      024-1356   46.58%     47.26%     46.25%     -5.35%  
                      012346-5   85.36%     44.90%     46.05%     -7.47%  
                      012356-4   84.41%     44.22%     45.77%     -7.70%  
                      0234-156   46.20%     47.70%     45.60%     -4.82%  
                      0256-134   45.63%     46.47%     45.37%     -7.21%  
                      01256-34   69.20%     44.93%     45.23%     -7.57%  
                      0245-136   45.25%     46.92%     44.99%     -6.35%  
                      034-1256   48.67%     46.41%     44.13%     -6.14%  


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                      01-23456   60.08%     61.29%     60.04%     22.78%  
                      012-3456   63.31%     61.97%     57.87%     20.49%  
                      0123-456   70.15%     61.38%     57.75%     18.59%  
                      014-2356   58.56%     58.49%     57.89%     16.62%  
                      0145-236   61.03%     58.17%     57.92%     16.00%  
                      015-2346   57.60%     57.81%     57.03%     15.24%  
                      01235-46   77.19%     59.32%     56.66%     15.05%  
                      01456-23   65.21%     57.62%     57.42%     14.90%  
                      0-123456   73.00%     59.45%     55.83%     14.70%  
                      0146-235   60.08%     57.24%     56.64%     13.88%  
                      0124-356   67.49%     58.13%     55.74%     13.76%  
                      016-2345   56.27%     56.83%     55.57%     13.19%  
                      012345-6   87.45%     57.03%     56.35%     12.85%  
                      0456-123   53.42%     56.09%     52.11%     11.14%  
                      013-2456   55.51%     55.12%     54.46%     9.94%   
                      03456-12   50.00%     54.82%     49.99%     9.75%   
                      06-12345   63.50%     55.39%     53.28%     9.15%   
                      01245-36   74.14%     55.34%     54.02%     9.06%   
                      01246-35   74.33%     55.75%     53.30%     8.90%   
                      0135-246   58.37%     54.57%     54.29%     8.86%   
                      0125-346   65.02%     55.27%     53.00%     8.73%   
                      0126-345   64.83%     55.45%     52.12%     8.52%   
                      046-1235   56.27%     54.55%     51.57%     7.88%   
                      035-1246   54.94%     54.06%     50.66%     6.99%   
                      05-12346   62.55%     54.31%     51.50%     6.95%   
                      0156-234   56.46%     53.59%     52.99%     6.83%   
                      01345-26   62.93%     53.24%     53.28%     6.61%   
                      0356-124   51.14%     53.38%     50.18%     6.30%   
                      023456-1   57.03%     52.35%     48.51%     6.28%   
                      045-1236   54.94%     53.49%     49.76%     5.84%   
                      023-1456   51.90%     52.83%     51.77%     5.59%   
                      01234-56   75.48%     53.16%     52.21%     5.31%   
                      056-1234   55.70%     52.90%     50.60%     5.08%   
                      013456-2   70.15%     52.38%     52.44%     5.06%   
                      03-12456   60.08%     52.90%     50.43%     4.76%   
                      0235-146   50.95%     52.25%     50.50%     4.68%   
                      01236-45   74.71%     52.92%     50.73%     4.22%   
                      0345-126   48.48%     51.86%     47.47%     3.41%   
                      04-12356   60.46%     52.05%     49.39%     3.26%   
                      02356-14   52.47%     51.36%     49.28%     3.04%   
                      036-1245   53.61%     51.65%     49.51%     2.92%   
                      0236-145   50.76%     51.40%     50.22%     2.90%   
                      012456-3   83.65%     51.56%     50.71%     2.38%   
                      02-13456   53.42%     51.17%     50.73%     2.25%   
                      0134-256   55.13%     50.49%     50.43%     0.97%   
                      0136-245   54.75%     50.39%     50.01%     0.73%   
                      02345-16   50.19%     50.19%     46.84%     0.44%   
                      01356-24   60.27%     49.99%     49.93%     -0.01%  
                      0346-125   47.53%     49.81%     46.64%     -0.34%  
                      026-1345   49.24%     49.43%     48.93%     -1.13%  
                      02346-15   50.38%     49.38%     46.77%     -1.42%  
                      0246-135   47.72%     48.77%     47.40%     -2.52%  
                      02456-13   49.05%     48.80%     46.35%     -2.67%  
                      01346-25   59.70%     48.63%     48.65%     -2.68%  
                      0234-156   46.20%     47.70%     45.60%     -4.82%  
                      025-1346   47.15%     47.53%     46.74%     -4.82%  
                      024-1356   46.58%     47.26%     46.25%     -5.35%  
                      034-1256   48.67%     46.41%     44.13%     -6.14%  
                      0245-136   45.25%     46.92%     44.99%     -6.35%  
                      0256-134   45.63%     46.47%     45.37%     -7.21%  
                      012346-5   85.36%     44.90%     46.05%     -7.47%  
                      01256-34   69.20%     44.93%     45.23%     -7.57%  
                      012356-4   84.41%     44.22%     45.77%     -7.70%  
