                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                      012345-6   87.45%     57.03%     56.35%     12.85%  
                      012346-5   85.36%     44.90%     46.05%     -7.47%  
                      012356-4   84.41%     44.22%     45.77%     -7.70%  
                      012456-3   83.65%     51.56%     50.71%     2.38%   
                      01235-46   77.19%     59.32%     56.66%     15.05%  
                      01234-56   75.48%     53.16%     52.21%     5.31%   
                      01236-45   74.71%     52.92%     50.73%     4.22%   
                      01246-35   74.33%     55.75%     53.30%     8.90%   
                      01245-36   74.14%     55.34%     54.02%     9.06%   
                      0-123456   73.00%     59.45%     55.83%     14.70%  
                      0123-456   70.15%     61.38%     57.75%     18.59%  
                      013456-2   70.15%     52.38%     52.44%     5.06%   
                      01256-34   69.20%     44.93%     45.23%     -7.57%  
                      0124-356   67.49%     58.13%     55.74%     13.76%  
                      01456-23   65.21%     57.62%     57.42%     14.90%  
                      0125-346   65.02%     55.27%     53.00%     8.73%   
                      0126-345   64.83%     55.45%     52.12%     8.52%   
                      06-12345   63.50%     55.39%     53.28%     9.15%   
                      012-3456   63.31%     61.97%     57.87%     20.49%  
                      01345-26   62.93%     53.24%     53.28%     6.61%   
                      05-12346   62.55%     54.31%     51.50%     6.95%   
                      0145-236   61.03%     58.17%     57.92%     16.00%  
                      04-12356   60.46%     52.05%     49.39%     3.26%   
                      01356-24   60.27%     49.99%     49.93%     -0.01%  
                      01-23456   60.08%     61.29%     60.04%     22.78%  
                      0146-235   60.08%     57.24%     56.64%     13.88%  
                      03-12456   60.08%     52.90%     50.43%     4.76%   
                      01346-25   59.70%     48.63%     48.65%     -2.68%  
                      014-2356   58.56%     58.49%     57.89%     16.62%  
                      0135-246   58.37%     54.57%     54.29%     8.86%   
                      015-2346   57.60%     57.81%     57.03%     15.24%  
                      023456-1   57.03%     52.35%     48.51%     6.28%   
                      0156-234   56.46%     53.59%     52.99%     6.83%   
                      016-2345   56.27%     56.83%     55.57%     13.19%  
                      046-1235   56.27%     54.55%     51.57%     7.88%   
                      056-1234   55.70%     52.90%     50.60%     5.08%   
