R:A::C:P,0,1,2,3 4 5 6
0,0.3010752688172043,0.13559322033898305,0.0784313725490196,0.11560693641618497
1,0.5053763440860215,0.5254237288135594,0.4117647058823529,0.3872832369942196
2,0.10752688172043011,0.288135593220339,0.2549019607843137,0.23699421965317918
3 4 5 6,0.08602150537634409,0.05084745762711865,0.2549019607843137,0.26011560693641617
