R:A::C:P,0,1,2,3 4 5 6
0,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333
1,0.28313253012048195,0.18674698795180722,0.12650602409638553,0.4036144578313253
2,0.12345679012345678,0.20987654320987653,0.16049382716049382,0.5061728395061729
3 4 5 6,0.11594202898550725,0.043478260869565216,0.18840579710144928,0.6521739130434783
