R:A::C:P,0 1 2,3,4 5,6
0 1 2,0.3017241379310345,0.05459770114942529,0.11063218390804598,0.05747126436781609
3,0.03089080459770115,0.010775862068965518,0.022270114942528736,0.009339080459770116
4 5,0.04885057471264368,0.022988505747126436,0.03735632183908046,0.01221264367816092
6,0.08979885057471264,0.039511494252873564,0.08836206896551724,0.06321839080459771
