R:A::C:P,0 2,1,3 5,4 6
0 2,0.08548850574712644,0.04956896551724138,0.05818965517241379,0.05747126436781609
1,0.09410919540229885,0.07255747126436782,0.042385057471264365,0.06465517241379311
3 5,0.042385057471264365,0.016522988505747127,0.04525862068965517,0.03807471264367816
4 6,0.08117816091954023,0.029454022988505746,0.10416666666666667,0.11853448275862069
