R:A::C:P,0 2,1,3 5,4 6
0 2,0.34097421203438394,0.1977077363896848,0.23209169054441262,0.22922636103151864
1,0.3438320209973753,0.2650918635170604,0.15485564304461943,0.23622047244094488
3 5,0.29797979797979796,0.11616161616161616,0.3181818181818182,0.2676767676767677
4 6,0.2435344827586207,0.08836206896551724,0.3125,0.35560344827586204
