R:A::C:P,0 4,1 2,3 5,6
0 4,0.04454022988505747,0.033764367816091954,0.021551724137931036,0.005747126436781609
1 2,0.15445402298850575,0.16594827586206898,0.09482758620689655,0.05603448275862069
3 5,0.04525862068965517,0.034482758620689655,0.04525862068965517,0.017241379310344827
6,0.07471264367816093,0.05459770114942529,0.08836206896551724,0.06321839080459771
