R:A::C:P,0,1,2,3,4,5,6,7,a2,p
0,49,13,4,2,2,0,0,0,0,4
1,120,107,32,30,27,12,20,11,8,14
2,72,50,34,21,22,9,18,16,9,24
3,19,19,12,18,8,8,6,3,2,7
4,15,9,13,6,10,2,2,2,4,10
5,24,11,11,10,7,14,9,3,0,7
6,52,38,26,47,35,46,50,34,28,35
7,6,3,2,3,2,0,0,11,0,3
a2,0,0,0,0,0,0,1,0,0,0
p,19,3,4,2,8,3,1,4,0,6
