R:A::C:P,0,1,2,3,4,5,6,7,a2,p
0,32,18,6,5,3,2,2,4,0,2
1,36,140,45,12,16,12,91,15,0,14
2,14,78,43,17,23,10,75,8,0,7
3,0,29,11,9,5,3,41,4,0,0
4,2,15,7,6,7,4,28,2,0,2
5,2,18,5,6,4,26,32,3,0,0
6,2,106,18,9,12,9,218,14,2,1
7,0,11,0,0,2,0,7,9,0,1
a2,0,0,0,0,0,0,1,0,0,0
p,3,12,6,4,1,4,10,5,0,5
