name,overall,average,f1,mcc
0-12356-4,0.6356275303643725,0.5432677288347392,0.4645504123454611,0.23301645487095482
01-2356-4,0.5303643724696356,0.5283313908313908,0.4500233089030398,0.22784333758903633
0-1256-34,0.5141700404858299,0.5127408823060997,0.43133772633975803,0.19168320732482377
016-235-4,0.5344129554655871,0.5033670033670034,0.43852502613700195,0.18181057997058125
012-356-4,0.5789473684210527,0.5278277278277278,0.40773759461732545,0.17778525922513708
01-256-34,0.46558704453441296,0.4769547729905786,0.4137808857808858,0.17769212266376563
01256-3-4,0.728744939271255,0.5170905483405484,0.41882657900051384,0.1774936855759459
015-236-4,0.5141700404858299,0.500769894062577,0.42849868167563954,0.17745973614156219
05-1236-4,0.562753036437247,0.5086477680026067,0.43118148880981483,0.175506732589875
0126-35-4,0.6639676113360324,0.5178731762065095,0.419943489310271,0.17130679817806346
0-14-2356,0.4291497975708502,0.47283333333333327,0.4208389797090774,0.17062349452204206
06-1235-4,0.5344129554655871,0.5059773264560499,0.41745284064951943,0.170374367813347
0-125-346,0.4331983805668016,0.4927507836990596,0.39732220201909235,0.168442877596673
04-1256-3,0.5263157894736842,0.4845301449075034,0.41046924673196644,0.16768642359570293
0-124-356,0.46558704453441296,0.4951296375877381,0.4088553058924902,0.16756308633717518
0-126-345,0.46153846153846156,0.48621925596341614,0.41274588340008905,0.16696655658797224
0125-36-4,0.6275303643724697,0.5167886819262967,0.4016247211456583,0.16660031604916395
0-1246-35,0.5384615384615384,0.48738738738738735,0.4253677750877678,0.16513982012418482
0-1-23456,0.4251012145748988,0.4640125955915429,0.3873660173644852,0.1648722760086124
0-12456-3,0.5910931174089069,0.4867587795048935,0.42483361210859366,0.16336740764425703
03-1256-4,0.5141700404858299,0.4965158298491632,0.41210044815559127,0.16201868588512436
04-126-35,0.47368421052631576,0.4821007735126148,0.40592818170282957,0.16098318266713332
04-12-356,0.4048582995951417,0.48788789826525675,0.38241062639402884,0.1596490795748429
04-1-2356,0.4008097165991903,0.4630268674831733,0.3834680386404525,0.15957538032159538
0-12-3456,0.3967611336032389,0.48101673101673104,0.38524154590655124,0.1595356790754949
01-2456-3,0.4898785425101215,0.4527480255328356,0.4003044245238867,0.15619378128625785
01-24-356,0.44534412955465585,0.4534188034188034,0.3938673061550759,0.1557303476887312
01-235-46,0.46963562753036436,0.44029663147310205,0.39395660749506906,0.15550578796477088
0-1235-46,0.5222672064777328,0.4651647893199833,0.40212317277737836,0.15463550940247864
01-246-35,0.46558704453441296,0.44894065246177917,0.40080523216369507,0.15419506485927414
04-125-36,0.44129554655870445,0.4800878279651864,0.3835726712036984,0.15376439498971908
014-256-3,0.5303643724696356,0.45178270909162066,0.4071649390798327,0.15372889271812093
0-1245-36,0.5020242914979757,0.4841552782729253,0.4036564204544169,0.15265663831849496
01-25-346,0.43724696356275305,0.44815939838186775,0.3859234972677596,0.1524954235623014
05-126-34,0.4574898785425101,0.48142262202232217,0.39971316215591024,0.15231152366765752
0-1236-45,0.5506072874493927,0.45151858139973583,0.4098664439989104,0.14789438737536156
01-26-345,0.44129554655870445,0.4391370278467053,0.39091486291486294,0.14655039185949517
01-245-36,0.4534412955465587,0.44568356554657923,0.3872996541190134,0.14619577032600448
06-125-34,0.4291497975708502,0.4782059727711901,0.38269730626213966,0.14616024966156813
013-256-4,0.5222672064777328,0.4850819115524998,0.4205048188788026,0.14606064593146165
035-126-4,0.47368421052631576,0.48719677306996556,0.39905362199689415,0.14526133502608304
01-236-45,0.47368421052631576,0.42425775978407554,0.39120011459676257,0.14436313015024188
016-25-34,0.48582995951417,0.45587242221183316,0.40053735228059867,0.1407787292221386
014-26-35,0.5060728744939271,0.4380572188955423,0.398349694124342,0.1406005717221324
0156-23-4,0.5344129554655871,0.4777777777777778,0.41702256252298303,0.14001274634573255
036-125-4,0.44534412955465585,0.4821969696969697,0.3825452931365925,0.13896095635799344
014-25-36,0.4979757085020243,0.438535116147633,0.38642649935910406,0.13785049473882363
015-26-34,0.46558704453441296,0.4537233415812419,0.39386566393865663,0.13737961971598733
05-12-346,0.38461538461538464,0.46254515599343177,0.3644111728045365,0.13458396751726243
056-123-4,0.4777327935222672,0.4837902837902838,0.3946425638498809,0.1339866162143838
0356-12-4,0.42105263157894735,0.47924624395212634,0.3721878403313901,0.13377526267952244
0-16-2345,0.4089068825910931,0.44950980392156864,0.4007900050035326,0.13343788649572272
014-2-356,0.4898785425101215,0.4348283490000056,0.3791383219954649,0.13275418662060068
01-2-3456,0.4291497975708502,0.4249185082518416,0.3677167086012487,0.13260723233777652
05-1246-3,0.5344129554655871,0.4584984984984985,0.3982842759330569,0.1324713773955882
0-146-235,0.42105263157894735,0.45038167938931295,0.4174705118650139,0.1320531369802719
0-15-2346,0.3967611336032389,0.4489433142405688,0.3843704265216381,0.12984791317257052
06-124-35,0.4574898785425101,0.45592023587833647,0.3824459760929644,0.12888700534396566
05-124-36,0.4534412955465587,0.4571239395820401,0.37710632148760387,0.1278194916726408
