                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     01236-4-5   77.73%     42.49%     37.19%     7.63%   
                     01234-5-6   77.33%     27.32%     29.20%     -4.24%  
                     01246-3-5   76.11%     38.13%     34.67%     7.26%   
                     01235-4-6   74.09%     40.95%     36.45%     7.98%   
                     01256-3-4   72.87%     51.71%     41.88%     17.75%  
                     01245-3-6   72.06%     36.44%     33.76%     6.32%   
                     0124-35-6   66.40%     36.86%     34.25%     8.21%   
                     0124-36-5   66.40%     38.34%     33.32%     7.81%   
                     0126-35-4   66.40%     51.79%     41.99%     17.13%  
                     0123-4-56   65.99%     43.34%     36.76%     7.08%   
                     0126-34-5   65.99%     40.69%     35.44%     9.73%   
                     0123-46-5   65.59%     35.19%     31.66%     1.42%   
                     0124-3-56   65.59%     39.40%     34.71%     8.74%   
                     0-12346-5   65.18%     40.36%     38.80%     11.95%  
                     0123-45-6   65.18%     32.20%     31.46%     0.52%   
                     0126-3-45   64.78%     43.19%     37.15%     11.10%  
                     0-12356-4   63.56%     54.33%     46.46%     23.30%  
                     0125-36-4   62.75%     51.68%     40.16%     16.66%  
                     0125-34-6   62.35%     39.10%     34.54%     9.65%   
                     01346-2-5   61.94%     31.94%     32.43%     0.85%   
                     0-12345-6   61.54%     38.61%     37.82%     11.11%  
                     0125-3-46   61.54%     44.59%     36.46%     11.93%  
                     0-12456-3   59.11%     48.68%     42.48%     16.34%  
                     01356-2-4   59.11%     45.32%     39.53%     10.02%  
                     01345-2-6   58.70%     30.24%     31.66%     0.18%   
                     012-356-4   57.89%     52.78%     40.77%     17.78%  
                     04-1236-5   57.49%     39.84%     37.19%     11.02%  
                     012-346-5   57.09%     39.22%     33.04%     8.74%   
                     0134-26-5   57.09%     33.64%     33.97%     3.78%   
                     01456-2-3   57.09%     40.67%     36.74%     7.01%   
                     012-345-6   56.68%     36.89%     33.28%     8.26%   
                     0146-23-5   56.68%     34.78%     35.08%     6.11%   
                     0134-25-6   56.28%     32.21%     33.70%     3.89%   
                     05-1236-4   56.28%     50.86%     43.12%     17.55%  
                     012-34-56   55.87%     41.84%     35.14%     10.60%  
                     012-35-46   55.87%     44.78%     36.60%     12.34%  
                     0136-24-5   55.87%     33.83%     34.19%     3.46%   
                     0136-25-4   55.87%     46.86%     41.13%     12.18%  
                     012-36-45   55.47%     43.27%     35.47%     11.04%  
                     0146-25-3   55.47%     42.95%     39.10%     11.44%  
                     06-1234-5   55.47%     36.91%     34.52%     6.70%   
                     0-1236-45   55.06%     45.15%     40.99%     14.79%  
                     012-3-456   55.06%     41.46%     34.82%     9.72%   
                     014-236-5   55.06%     37.42%     36.75%     10.67%  
                     05-1234-6   55.06%     35.55%     34.91%     6.99%   
                     0-1234-56   54.66%     40.97%     38.08%     10.79%  
                     014-235-6   54.25%     36.03%     36.82%     10.88%  
                     04-1235-6   54.25%     38.21%     36.21%     10.79%  
                     0-1246-35   53.85%     48.74%     42.54%     16.51%  
                     0134-2-56   53.85%     33.47%     32.97%     3.21%   
                     0135-26-4   53.85%     46.72%     40.66%     11.91%  
                     0146-2-35   53.85%     41.66%     37.90%     10.23%  
                     0145-23-6   53.44%     33.01%     34.14%     5.34%   
                     0156-23-4   53.44%     47.78%     41.70%     14.00%  
                     016-235-4   53.44%     50.34%     43.85%     18.18%  
                     03-1246-5   53.44%     36.02%     34.06%     6.15%   
                     05-1246-3   53.44%     45.85%     39.83%     13.25%  
                     06-1235-4   53.44%     50.60%     41.75%     17.04%  
                     01-2356-4   53.04%     52.83%     45.00%     22.78%  
                     0135-24-6   53.04%     32.25%     33.46%     3.31%   
                     014-256-3   53.04%     45.18%     40.72%     15.37%  
                     0145-26-3   53.04%     42.60%     38.42%     10.56%  
                     016-234-5   53.04%     36.27%     35.82%     8.19%   
                     0136-2-45   52.63%     36.98%     35.09%     4.93%   
                     04-1256-3   52.63%     48.45%     41.05%     16.77%  
                     0-1235-46   52.23%     46.52%     40.21%     15.46%  
                     01-2346-5   52.23%     38.09%     36.44%     11.98%  
                     013-256-4   52.23%     48.51%     42.05%     14.61%  
                     0156-24-3   52.23%     42.91%     38.78%     10.62%  
                     013-246-5   51.82%     34.61%     34.20%     4.86%   
                     0-1256-34   51.42%     51.27%     43.13%     19.17%  
                     015-236-4   51.42%     50.08%     42.85%     17.75%  
                     03-1256-4   51.42%     49.65%     41.21%     16.20%  
                     01-2345-6   51.01%     36.38%     36.29%     11.65%  
                     013-245-6   50.61%     32.81%     33.78%     4.45%   
                     014-26-35   50.61%     43.81%     39.83%     14.06%  
                     0145-2-36   50.61%     41.37%     36.03%     9.07%   
