R:A::C:P,0 6,1,2,3,4,5
0 6,0.25333333333333335,0.20408163265306123,0.16981132075471697,0.21052631578947367,0.33962264150943394,0.21568627450980393
1,0.4222222222222222,0.47619047619047616,0.330188679245283,0.3263157894736842,0.2169811320754717,0.2549019607843137
2,0.16,0.2108843537414966,0.2830188679245283,0.25263157894736843,0.2358490566037736,0.2549019607843137
3,0.044444444444444446,0.05442176870748299,0.08490566037735849,0.09473684210526316,0.05660377358490566,0.0784313725490196
4,0.044444444444444446,0.006802721088435374,0.08490566037735849,0.042105263157894736,0.0660377358490566,0.0784313725490196
5,0.07555555555555556,0.047619047619047616,0.04716981132075472,0.07368421052631578,0.08490566037735849,0.11764705882352941
