R:A::C:P,0,1 2,3 4,5,6
0,0.022988505747126436,0.01867816091954023,0.00646551724137931,0.0035919540229885057,0.0014367816091954023
1 2,0.09410919540229885,0.16594827586206898,0.11278735632183907,0.042385057471264365,0.05603448275862069
3 4,0.017959770114942528,0.033764367816091954,0.042385057471264365,0.017959770114942528,0.013649425287356323
5,0.01221264367816092,0.015804597701149427,0.023706896551724137,0.009339080459770116,0.007902298850574713
6,0.035201149425287355,0.05459770114942529,0.07902298850574713,0.04885057471264368,0.06321839080459771
