R:A::C:P,0,1 2,3 4,5,6
0,0.12598425196850394,0.06467661691542288,0.024456521739130436,0.029411764705882353,0.010101010101010102
1 2,0.515748031496063,0.5746268656716418,0.4266304347826087,0.34705882352941175,0.3939393939393939
3 4,0.0984251968503937,0.11691542288557213,0.16032608695652173,0.14705882352941177,0.09595959595959595
5,0.06692913385826772,0.05472636815920398,0.08967391304347826,0.07647058823529412,0.05555555555555555
6,0.19291338582677164,0.1890547263681592,0.29891304347826086,0.4,0.4444444444444444
