R:A::C:P,0,1,2 6,3,4 5
0,0.3010752688172043,0.13559322033898305,0.08571428571428572,0.08108108108108109,0.14634146341463414
1,0.5053763440860215,0.5254237288135594,0.4380952380952381,0.4594594594594595,0.3048780487804878
2 6,0.11827956989247312,0.3220338983050847,0.3142857142857143,0.24324324324324326,0.3048780487804878
3,0.010752688172043012,0.01694915254237288,0.0761904761904762,0.08108108108108109,0.10975609756097561
4 5,0.06451612903225806,0.0,0.08571428571428572,0.13513513513513514,0.13414634146341464
