R:A::C:P,0,1,2 3,4 5 6
0,0.022988505747126436,0.013649425287356323,0.007183908045977011,0.009339080459770116
1,0.06609195402298851,0.07255747126436782,0.05244252873563218,0.08261494252873564
2 3,0.040229885057471264,0.04382183908045977,0.07902298850574713,0.10775862068965517
4 5 6,0.05316091954022988,0.03807471264367816,0.10991379310344827,0.20114942528735633
