R:A::C:P,0,1,2 6,3 4 5
0,0.08502024291497975,0.020242914979757085,0.02834008097165992,0.03643724696356275
1,0.13360323886639677,0.05668016194331984,0.13765182186234817,0.13360323886639677
2 6,0.032388663967611336,0.03643724696356275,0.08097165991902834,0.0931174089068826
3 4 5,0.012145748987854251,0.004048582995951417,0.044534412955465584,0.06477732793522267
