R:A::C:P,0,1,2 6,3 4 5
0,0.5,0.11904761904761904,0.16666666666666666,0.21428571428571427
1,0.2894736842105263,0.12280701754385964,0.2982456140350877,0.2894736842105263
2 6,0.13333333333333333,0.15,0.3333333333333333,0.38333333333333336
3 4 5,0.0967741935483871,0.03225806451612903,0.3548387096774194,0.5161290322580645
