name,overall,average,f1,mcc
Emphasis-No-Others-Percentages,0.5568181818181818,0.5605774493705528,0.5657109884957986,0.33897753600758657
Emphasis-No-Others-Percentages-Twofold,0.5568181818181818,0.5605774493705528,0.5657109884957986,0.33897753600758657
Emphasis-No-Others-Counts,0.5568181818181818,0.5601532567049808,0.5667488934376039,0.33883541908748954
Emphasis-No-Others-Counts-Twofold,0.5568181818181818,0.5601532567049808,0.5667488934376039,0.33883541908748954
Emphasis-Vowels-Only-No-Others-Percentages,0.5454545454545454,0.5506294471811713,0.5673392520850148,0.3333740189501168
Emphasis-Vowels-Only-No-Others-Percentages-Twofold,0.5454545454545454,0.5506294471811713,0.5673392520850148,0.3333740189501168
No-Others-Counts,0.5340909090909091,0.5275862068965518,0.5334277912125763,0.29638480563968694
No-Others-Counts-Twofold,0.5340909090909091,0.5275862068965518,0.5334277912125763,0.29638480563968694
Vowels-Only-No-Others-Percentages,0.5227272727272727,0.5248221127531472,0.5249119790387292,0.28235426207772235
Vowels-Only-No-Others-Percentages-Twofold,0.5227272727272727,0.5248221127531472,0.5249119790387292,0.28235426207772235
Emphasis-Vowels-Only-No-Others-Counts,0.5113636363636364,0.5157224958949097,0.5280230960167893,0.27623731777828037
Emphasis-Vowels-Only-No-Others-Counts-Twofold,0.5113636363636364,0.5157224958949097,0.5280230960167893,0.27623731777828037
Min-250-Counts,0.6954954954954955,0.5149239643144761,0.4185110052175026,0.2707505257973288
Min-100-Counts,0.8053204353083434,0.5145142920817584,0.43329089983085123,0.2899235994352918
Min-1000-Counts,0.5229007633587787,0.5092204857632627,0.43238112017181785,0.28150040874594146
All-Counts,0.9008825526137135,0.5076195737226796,0.44589162274164773,0.30915944136657936
Emphasis-Min-1000-Counts,0.5038167938931297,0.5057592555488769,0.4231756338899196,0.2617987277182469
Emphasis-All-Counts,0.8879837067209776,0.5044115271528753,0.42230878334953026,0.2808183478482694
Emphasis-All-Percentages-Twofold,0.4860828241683639,0.5034775079582436,0.24059308691914252,0.14387374610385995
Min-500-Counts,0.6055979643765903,0.5024249994644732,0.41658497982135684,0.2609874965908079
Emphasis-Min-250-Counts,0.6810810810810811,0.5010015635949087,0.39875164191848117,0.24632343767601578
Emphasis-All-Percentages,0.38357094365241007,0.49489753576022716,0.20423879720219115,0.12542824171900363
Emphasis-Min-500-Counts,0.6055979643765903,0.4929797785060943,0.40645984271709545,0.24811688620516056
Vowels-Only-No-Others-Counts,0.5,0.4887383689107827,0.49373433583959897,0.24115156351608372
Vowels-Only-No-Others-Counts-Twofold,0.5,0.4887383689107827,0.49373433583959897,0.24115156351608372
No-Others-Percentages,0.48863636363636365,0.4835796387520525,0.48381354873631177,0.22394766733256946
No-Others-Percentages-Twofold,0.48863636363636365,0.4835796387520525,0.48381354873631177,0.22394766733256946
Emphasis-Min-100-Counts,0.7835550181378477,0.4790285118058731,0.39588398945057723,0.2426276785424898
Emphasis-Min-1000-Percentages,0.44274809160305345,0.46892962888755313,0.38279720279720286,0.2145687224222934
Emphasis-Min-100-Percentages,0.4486094316807739,0.46763341302321815,0.25948402145652316,0.14251416365716274
Emphasis-Vowels-Only-All-Percentages,0.2987101154107264,0.4668498396495409,0.17132956160113008,0.10316936695013282
All-Counts-Twofold,0.9185336048879837,0.4661051066137895,0.44259374398694423,0.29490114507120824
Emphasis-All-Counts-Twofold,0.9151391717583164,0.4603543493209558,0.4241704939462573,0.2791204153595457
Min-250-Percentages,0.43783783783783786,0.46000439270810456,0.2877476340780618,0.16242096589350613
Emphasis-Vowels-Only-All-Counts,0.9185336048879837,0.4575683341928829,0.41882431190393393,0.26618021181350554
Emphasis-Vowels-Only-Min-250-Counts,0.7477477477477478,0.4564755838641189,0.386210998208544,0.21001440137656338
Emphasis-Min-250-Counts-Twofold,0.7585585585585586,0.45430315438277225,0.3975223306411611,0.2305585475343913
Emphasis-Min-500-Counts-Twofold,0.6895674300254453,0.4542088394062078,0.410990860990861,0.236499878188145
Emphasis-Vowels-Only-Min-100-Counts,0.8307134220072552,0.4537455934195065,0.39264529880930543,0.22540171258343253
Min-250-Counts-Twofold,0.772972972972973,0.4522686507064939,0.4196787620370534,0.2478287445766805
Vowels-Only-Min-250-Counts,0.7639639639639639,0.45053836821352744,0.3838469705929789,0.21631453811753154
Min-100-Counts-Twofold,0.8428053204353083,0.4503773451112282,0.4192928922683835,0.254880423550663
Emphasis-Min-100-Percentages-Twofold,0.6033857315598549,0.4497541287271422,0.3023850891154147,0.14476602955863682
Emphasis-Vowels-Only-All-Percentages-Twofold,0.451459606245757,0.4496385445750564,0.22034377400988794,0.11256945344563671
Min-100-Percentages,0.45102781136638453,0.4487234664521021,0.2560611041810695,0.136769769627246
Vowels-Only-All-Counts,0.9205702647657841,0.4482884218669417,0.41239501640803156,0.26062140537597545
Vowels-Only-All-Percentages-Twofold,0.49966055668703324,0.44705189308388604,0.23246435959529616,0.11292222465458449
Emphasis-Min-500-Percentages-Twofold,0.5725190839694656,0.4462958946511578,0.3648833067153724,0.18408327444342953
Min-500-Counts-Twofold,0.6946564885496184,0.4441154970760234,0.41550870630355224,0.23478133414496147
Emphasis-Min-1000-Percentages-Twofold,0.5343511450381679,0.4436174002092656,0.3936816303082098,0.20306601188805595
Emphasis-Min-1000-Counts-Twofold,0.5725190839694656,0.44261893630757587,0.4155228758169935,0.22520174107253305
Min-1000-Percentages,0.4198473282442748,0.4422816625481422,0.3475188719555619,0.18301185658237723
