name,overall,average,f1,mcc
Vowels-Only-All-Counts-Twofold,0.9375424304141209,0.3363746157224418,0.34893101819040867,0.18398177371907173
Emphasis-Vowels-Only-All-Counts-Twofold,0.9321113374066531,0.3456208043164565,0.3495669543891873,0.18401330749834555
Vowels-Only-All-Counts,0.923285811269518,0.4529126670431018,0.41853883180597984,0.2689883762366092
All-Counts-Twofold,0.9192124915139172,0.4701888774227605,0.4443206427617949,0.29757840485547216
Emphasis-Vowels-Only-All-Counts,0.9185336048879837,0.46283016500407803,0.41882431190393393,0.2672672147616427
Emphasis-All-Counts-Twofold,0.9151391717583164,0.4544748729531338,0.4176902271637497,0.273400169218977
All-Counts,0.902919212491514,0.5120682624055938,0.449234785832724,0.3143540223978302
Emphasis-All-Counts,0.8879837067209776,0.49944383868671727,0.4179057152172728,0.27703374369661454
Vowels-Only-Min-100-Counts-Twofold,0.8742442563482467,0.3507071512506295,0.3491531371984115,0.17003988826288657
Emphasis-Vowels-Only-Min-100-Counts-Twofold,0.8669891172914147,0.35240683229813663,0.3478405315614618,0.166998024443239
Vowels-Only-Min-100-Counts,0.845223700120919,0.4398145039449387,0.39280562119139406,0.22903878151509283
Min-100-Counts-Twofold,0.8428053204353083,0.4503773451112282,0.4192928922683835,0.254880423550663
Emphasis-Min-100-Counts-Twofold,0.8355501813784765,0.4408385093167702,0.3997523708128783,0.2379017687090372
Emphasis-Vowels-Only-Min-100-Counts,0.8307134220072552,0.4537455934195065,0.39264529880930543,0.22540171258343253
Vowels-Only-Min-250-Counts-Twofold,0.8108108108108109,0.3474939338792842,0.3394745913387398,0.15253974860084712
Min-100-Counts,0.8053204353083434,0.5145142920817584,0.43329089983085123,0.2899235994352918
Emphasis-Vowels-Only-Min-250-Counts-Twofold,0.7927927927927928,0.3714816499848347,0.3534321272468148,0.1629555302597671
Emphasis-Min-100-Counts,0.7835550181378477,0.4790285118058731,0.39588398945057723,0.2426276785424898
Min-250-Counts-Twofold,0.772972972972973,0.4522686507064939,0.4196787620370534,0.2478287445766805
Vowels-Only-Min-250-Counts,0.7639639639639639,0.45053836821352744,0.3838469705929789,0.21631453811753154
Emphasis-Min-250-Counts-Twofold,0.7585585585585586,0.45430315438277225,0.3975223306411611,0.2305585475343913
Emphasis-Vowels-Only-Min-250-Counts,0.7477477477477478,0.4564755838641189,0.386210998208544,0.21001440137656338
Vowels-Only-Min-500-Counts-Twofold,0.72264631043257,0.3404063042220937,0.3286514266320817,0.12635170341584678
Emphasis-Vowels-Only-Min-500-Counts-Twofold,0.7175572519083969,0.3882301908617698,0.3641899483725988,0.16829589989506716
Min-250-Counts,0.6954954954954955,0.5149239643144761,0.4185110052175026,0.2707505257973288
Min-500-Counts-Twofold,0.6946564885496184,0.4441154970760234,0.41550870630355224,0.23478133414496147
Emphasis-Min-500-Counts-Twofold,0.6895674300254453,0.4542088394062078,0.410990860990861,0.236499878188145
Emphasis-Min-250-Counts,0.6810810810810811,0.5010015635949087,0.39875164191848117,0.24632343767601578
Vowels-Only-Min-500-Counts,0.6564885496183206,0.4254205224599961,0.36331742565856795,0.18320008176311336
Emphasis-Vowels-Only-Min-500-Counts,0.6513994910941476,0.4421896086369771,0.3797491870873929,0.19368950465783716
Min-500-Counts,0.6055979643765903,0.5024249994644732,0.41658497982135684,0.2609874965908079
Emphasis-Min-500-Counts,0.6055979643765903,0.4929797785060943,0.40645984271709545,0.24811688620516056
Emphasis-Min-100-Percentages-Twofold,0.6033857315598549,0.4497541287271422,0.3023850891154147,0.14476602955863682
Min-100-Percentages-Twofold,0.6021765417170496,0.43355737671704686,0.2963141570290202,0.13790409115350352
Min-250-Percentages-Twofold,0.6,0.4252516655684896,0.3257652937078786,0.15219044170505616
Vowels-Only-Min-1000-Counts-Twofold,0.5954198473282443,0.3255376344086021,0.3073812580231065,0.0863192839919325
Emphasis-Min-250-Percentages-Twofold,0.5801801801801801,0.41132312028699025,0.3190812650365788,0.13987914238467353
Min-1000-Counts-Twofold,0.5801526717557252,0.4153659921191478,0.40142958892958897,0.2007130187148464
Emphasis-Min-500-Percentages-Twofold,0.5725190839694656,0.4462958946511578,0.3648833067153724,0.18408327444342953
Emphasis-Min-1000-Counts-Twofold,0.5725190839694656,0.44261893630757587,0.4155228758169935,0.22520174107253305
Emphasis-Vowels-Only-Min-1000-Counts-Twofold,0.5725190839694656,0.3483614951356887,0.3244711892546406,0.10160123041293065
Vowels-Only-Min-100-Percentages-Twofold,0.5695284159613059,0.43361229616851804,0.2732497938537132,0.124599074815118
Emphasis-Vowels-Only-Min-100-Percentages-Twofold,0.562273276904474,0.42625808234878704,0.2775940744977529,0.1181435743691207
Min-500-Percentages-Twofold,0.5597964376590331,0.3992046087440824,0.3256307435254804,0.14125728894429435
Min-1000-Percentages-Twofold,0.5534351145038168,0.4375531512277655,0.38998597564862625,0.20908754125929915
Emphasis-No-Others-Counts,0.5517241379310345,0.5553223388305847,0.5620982059170553,0.33037748852079657
Emphasis-No-Others-Percentages,0.5517241379310345,0.5563503962304562,0.5586635586635587,0.3286056357453686
Emphasis-No-Others-Percentages-Twofold,0.5517241379310345,0.5563503962304562,0.5586635586635587,0.3286056357453686
Emphasis-No-Others-Counts-Twofold,0.5517241379310345,0.5553223388305847,0.5620982059170553,0.33037748852079657
Emphasis-Vowels-Only-Min-250-Percentages-Twofold,0.5423423423423424,0.4268478135818351,0.3076242560113528,0.13122419155193432
No-Others-Counts,0.5402298850574713,0.5348325837081459,0.5405849198952647,0.3048621584301144
