R:A::C:P,0 5,1 2 4 6,3
0 5,0.3923076923076923,0.5153846153846153,0.09230769230769231
1 2 4 6,0.2911813643926789,0.5856905158069884,0.12312811980033278
3,0.24,0.58,0.18
