R:A::C:P,0,1 4,2,3,5 6
0,0.3150684931506849,0.3424657534246575,0.0821917808219178,0.0684931506849315,0.1917808219178082
1 4,0.21003134796238246,0.3166144200626959,0.13793103448275862,0.109717868338558,0.22570532915360503
2,0.13372093023255813,0.32558139534883723,0.1744186046511628,0.13953488372093023,0.22674418604651161
3,0.08,0.28,0.18,0.18,0.28
5 6,0.11377245508982035,0.3413173652694611,0.10179640718562874,0.1317365269461078,0.31137724550898205
