R:A::C:P,0,1 4,2,3 5,6
0,0.022988505747126436,0.017959770114942528,0.005028735632183908,0.005747126436781609,0.0014367816091954023
1 4,0.07183908045977011,0.1235632183908046,0.039511494252873564,0.05818965517241379,0.033045977011494254
2,0.028017241379310345,0.0603448275862069,0.029454022988505746,0.05244252873563218,0.027298850574712645
3 5,0.02442528735632184,0.03735632183908046,0.017959770114942528,0.04525862068965517,0.017241379310344827
6,0.035201149425287355,0.0653735632183908,0.028735632183908046,0.08836206896551724,0.06321839080459771
