R:A::C:P,0,1 4,2,3 5,6
0,0.43243243243243246,0.33783783783783783,0.0945945945945946,0.10810810810810811,0.02702702702702703
1 4,0.22026431718061673,0.3788546255506608,0.1211453744493392,0.17841409691629956,0.1013215859030837
2,0.14181818181818182,0.3054545454545455,0.14909090909090908,0.26545454545454544,0.13818181818181818
3 5,0.1717171717171717,0.26262626262626265,0.12626262626262627,0.3181818181818182,0.12121212121212122
6,0.12531969309462915,0.23273657289002558,0.10230179028132992,0.3145780051150895,0.22506393861892582
