R:A::C:P,0 1 2,3,4 5 6
0 1 2,0.6258992805755396,0.17985611510791366,0.19424460431654678
3,0.42857142857142855,0.2857142857142857,0.2857142857142857
4 5 6,0.38461538461538464,0.3076923076923077,0.3076923076923077
