R:A::C:P,0,1,2 5,3,4 6
0,0.08502024291497975,0.020242914979757085,0.020242914979757085,0.012145748987854251,0.032388663967611336
1,0.13360323886639677,0.05668016194331984,0.11740890688259109,0.05263157894736842,0.10121457489878542
2 5,0.03643724696356275,0.032388663967611336,0.0728744939271255,0.04048582995951417,0.06882591093117409
3,0.0,0.004048582995951417,0.020242914979757085,0.016194331983805668,0.008097165991902834
4 6,0.008097165991902834,0.004048582995951417,0.012145748987854251,0.020242914979757085,0.024291497975708502
