R:A::C:P,0,1 6,2 5,3 4
0,0.08502024291497975,0.032388663967611336,0.020242914979757085,0.032388663967611336
1 6,0.13765182186234817,0.10931174089068826,0.1214574898785425,0.11740890688259109
2 5,0.03643724696356275,0.07692307692307693,0.0728744939271255,0.06477732793522267
3 4,0.004048582995951417,0.012145748987854251,0.02834008097165992,0.048582995951417005
