R:A::C:P,0,1,2 4 5,3 6
0,0.4666666666666667,0.13333333333333333,0.26666666666666666,0.13333333333333333
1,0.28313253012048195,0.18674698795180722,0.27710843373493976,0.25301204819277107
2 4 5,0.14285714285714285,0.15178571428571427,0.4017857142857143,0.30357142857142855
3 6,0.05263157894736842,0.07894736842105263,0.6842105263157895,0.18421052631578946
