R:A::C:P,0 1 4,2 5,3,6
0 1 4,0.8426966292134831,0.5833333333333334,0.5161290322580645,0.0
2 5,0.11235955056179775,0.3611111111111111,0.3870967741935484,1.0
3,0.033707865168539325,0.05555555555555555,0.06451612903225806,0.0
6,0.011235955056179775,0.0,0.03225806451612903,0.0
