R:A::C:P,0 1 4,2 5,3,6
0 1 4,0.4716981132075472,0.1320754716981132,0.10062893081761007,0.0
2 5,0.06289308176100629,0.08176100628930817,0.07547169811320754,0.018867924528301886
3,0.018867924528301886,0.012578616352201259,0.012578616352201259,0.0
6,0.006289308176100629,0.0,0.006289308176100629,0.0
