R:A::C:P,0 1,2 6,3,4,5
0 1,0.5362637362637362,0.1934065934065934,0.08131868131868132,0.12307692307692308,0.06593406593406594
2 6,0.26126126126126126,0.3108108108108108,0.14114114114114115,0.13363363363363365,0.15315315315315314
3,0.27450980392156865,0.27450980392156865,0.14705882352941177,0.14705882352941177,0.1568627450980392
4,0.1780821917808219,0.3013698630136986,0.1780821917808219,0.2191780821917808,0.1232876712328767
5,0.3020833333333333,0.21875,0.19791666666666666,0.14583333333333334,0.13541666666666666
