R:A::C:P,0 1 5,2 3,4 6
0 1 5,0.22701149425287356,0.08045977011494253,0.08836206896551724
2 3,0.11997126436781609,0.07902298850574713,0.07183908045977011
4 6,0.1257183908045977,0.08908045977011494,0.11853448275862069
