R:A::C:P,0 1 3,2 4 6,5
0 1 3,0.7354497354497355,0.5925925925925926,0.52
2 4 6,0.2222222222222222,0.37037037037037035,0.36
5,0.042328042328042326,0.037037037037037035,0.12
