R:A::C:P,0 1,2,3,4,5 6
0 1,0.5865724381625441,0.3867924528301887,0.37894736842105264,0.330188679245283,0.39267015706806285
2,0.19081272084805653,0.2830188679245283,0.25263157894736843,0.2358490566037736,0.20418848167539266
3,0.04240282685512368,0.08490566037735849,0.09473684210526316,0.05660377358490566,0.07329842931937172
4,0.028268551236749116,0.08490566037735849,0.042105263157894736,0.0660377358490566,0.05759162303664921
5 6,0.1519434628975265,0.16037735849056603,0.23157894736842105,0.3113207547169811,0.27225130890052357
