R:A::C:P,0,1 2,3 4,5 6
0,0.07446808510638298,0.031914893617021274,0.026595744680851064,0.026595744680851064
1 2,0.15159574468085107,0.21808510638297873,0.15159574468085107,0.1356382978723404
3 4,0.007978723404255319,0.023936170212765957,0.0425531914893617,0.02127659574468085
5 6,0.013297872340425532,0.018617021276595744,0.02925531914893617,0.026595744680851064
