R:A::C:P,0 3,1 5,2 4 6
0 3,0.2692307692307692,0.21428571428571427,0.17901234567901234
1 5,0.5538461538461539,0.4523809523809524,0.4506172839506173
2 4 6,0.17692307692307693,0.3333333333333333,0.37037037037037035
