R:A::C:P,0 4,1 2 5,3
0 4,0.391304347826087,0.2391304347826087,0.09090909090909091
1 2 5,0.6086956521739131,0.6956521739130435,0.9090909090909091
3,0.0,0.06521739130434782,0.0
