R:A::C:P,0,1 2 3 5,4 6
0,0.3150684931506849,0.4520547945205479,0.2328767123287671
1 2 3 5,0.16815742397137745,0.6046511627906976,0.22719141323792486
4 6,0.12751677852348994,0.5302013422818792,0.3422818791946309
