R:A::C:P,0 2,1,3,4,5 6
0 2,0.3346938775510204,0.17959183673469387,0.11836734693877551,0.1510204081632653,0.2163265306122449
1,0.3392857142857143,0.25,0.11071428571428571,0.08214285714285714,0.21785714285714286
3,0.26,0.16,0.18,0.12,0.28
4,0.41025641025641024,0.02564102564102564,0.10256410256410256,0.1794871794871795,0.28205128205128205
5 6,0.2155688622754491,0.1437125748502994,0.1317365269461078,0.19760479041916168,0.31137724550898205
