R:A::C:P,0 4 5 6,1,2,3
0 4 5 6,0.1700404858299595,0.024291497975708502,0.03643724696356275,0.04048582995951417
1,0.2631578947368421,0.05668016194331984,0.08906882591093117,0.05263157894736842
2,0.11336032388663968,0.032388663967611336,0.04048582995951417,0.032388663967611336
3,0.016194331983805668,0.004048582995951417,0.012145748987854251,0.016194331983805668
