R:A::C:P,0 4 5 6,1,2,3
0 4 5 6,0.6268656716417911,0.08955223880597014,0.13432835820895522,0.14925373134328357
1,0.5701754385964912,0.12280701754385964,0.19298245614035087,0.11403508771929824
2,0.5185185185185185,0.14814814814814814,0.18518518518518517,0.14814814814814814
3,0.3333333333333333,0.08333333333333333,0.25,0.3333333333333333
