R:A::C:P,0 4,1,2,3 5 6
0 4,0.29333333333333333,0.13559322033898305,0.11764705882352941,0.13793103448275862
1,0.4533333333333333,0.5254237288135594,0.4117647058823529,0.39655172413793105
2,0.14,0.288135593220339,0.2549019607843137,0.25862068965517243
3 5 6,0.11333333333333333,0.05084745762711865,0.21568627450980393,0.20689655172413793
