R:A::C:P,0 2,1 5 6,3,4
0 2,0.4626865671641791,0.40476190476190477,0.41935483870967744,0.42105263157894735
1 5 6,0.47761194029850745,0.5714285714285714,0.45161290322580644,0.3157894736842105
3,0.029850746268656716,0.023809523809523808,0.06451612903225806,0.10526315789473684
4,0.029850746268656716,0.0,0.06451612903225806,0.15789473684210525
