R:A::C:P,0,1,2,3,4,5,6,p
0,22,11,7,6,5,4,1,12
1,47,38,26,19,22,18,10,46
2,8,16,19,20,8,8,8,24
3,2,3,4,5,2,7,5,6
4,2,2,2,1,0,6,5,6
5,5,2,1,7,6,0,3,2
6,4,4,4,3,7,4,7,4
p,7,1,4,1,2,0,2,5
