R:A::C:P,0,1,2,3,4,5 6
0,0.5,0.11904761904761904,0.09523809523809523,0.07142857142857142,0.11904761904761904,0.09523809523809523
1,0.2894736842105263,0.12280701754385964,0.19298245614035087,0.11403508771929824,0.11403508771929824,0.16666666666666666
2,0.12962962962962962,0.14814814814814814,0.18518518518518517,0.14814814814814814,0.1111111111111111,0.2777777777777778
3,0.0,0.08333333333333333,0.25,0.3333333333333333,0.08333333333333333,0.25
4,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.09090909090909091
5 6,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.0,0.14285714285714285
