R:A::C:P,0 2 3,1 4 6,5
0 2 3,0.14942528735632185,0.13505747126436782,0.039511494252873564
1 4 6,0.24856321839080459,0.28520114942528735,0.07327586206896551
5,0.033045977011494254,0.02658045977011494,0.009339080459770116
