R:A::C:P,0,1 6,2 3,4,5
0,0.022988505747126436,0.015086206896551725,0.007183908045977011,0.004310344827586207,0.0035919540229885057
1 6,0.10129310344827586,0.1903735632183908,0.1206896551724138,0.07543103448275862,0.0668103448275862
2 3,0.040229885057471264,0.08045977011494253,0.07902298850574713,0.035201149425287355,0.035919540229885055
4,0.005747126436781609,0.007902298850574713,0.020833333333333332,0.011494252873563218,0.00646551724137931
5,0.01221264367816092,0.016522988505747127,0.020833333333333332,0.010057471264367816,0.009339080459770116
