R:A::C:P,0 2,1,3 4 5
0 2,0.5,0.2631578947368421,0.23684210526315788
1,0.5833333333333334,0.2777777777777778,0.1388888888888889
3 4 5,0.6666666666666666,0.16666666666666666,0.16666666666666666
