R:A::C:P,0,1 2 6,3 4 5
0,0.022988505747126436,0.020114942528735632,0.010057471264367816
1 2 6,0.12931034482758622,0.33979885057471265,0.28304597701149425
3 4 5,0.03017241379310345,0.07112068965517242,0.09339080459770115
