R:A::C:P,0,1 2 6,3 4 5
0,0.43243243243243246,0.3783783783783784,0.1891891891891892
1 2 6,0.17191977077363896,0.45176695319961796,0.3763132760267431
3 4 5,0.15498154981549817,0.36531365313653136,0.4797047970479705
