R:A::C:P,0,1 2 6,3 4 5
0,0.12598425196850394,0.04666666666666667,0.026022304832713755
1 2 6,0.7086614173228346,0.7883333333333333,0.7323420074349443
3 4 5,0.16535433070866143,0.165,0.241635687732342
