R:A::C:P,0 3,1 2,4 5,6
0 3,0.1550925925925926,0.12935323383084577,0.11666666666666667,0.07575757575757576
1 2,0.4722222222222222,0.5746268656716418,0.3972222222222222,0.3939393939393939
4 5,0.13194444444444445,0.10696517412935323,0.14444444444444443,0.08585858585858586
6,0.24074074074074073,0.1890547263681592,0.3416666666666667,0.4444444444444444
