R:A::C:P,0,1,2,3 5,4 6
0,0.022988505747126436,0.013649425287356323,0.005028735632183908,0.005747126436781609,0.005747126436781609
1,0.06609195402298851,0.07255747126436782,0.028017241379310345,0.042385057471264365,0.06465517241379311
2,0.028017241379310345,0.035919540229885055,0.029454022988505746,0.05244252873563218,0.05172413793103448
3 5,0.02442528735632184,0.016522988505747127,0.017959770114942528,0.04525862068965517,0.03807471264367816
4 6,0.040948275862068964,0.029454022988505746,0.040229885057471264,0.10416666666666667,0.11853448275862069
