R:A::C:P,0 4,1,2 5,3,6
0 4,0.3368421052631579,0.1724137931034483,0.11666666666666667,0.14285714285714285,0.14285714285714285
1,0.4842105263157895,0.4827586206896552,0.48333333333333334,0.37142857142857144,0.42857142857142855
2 5,0.15789473684210525,0.27586206896551724,0.3,0.2857142857142857,0.39285714285714285
3,0.010526315789473684,0.034482758620689655,0.08333333333333333,0.11428571428571428,0.03571428571428571
6,0.010526315789473684,0.034482758620689655,0.016666666666666666,0.08571428571428572,0.0
