R:A::C:P,0,1 3 4 5,2 6
0,0.08502024291497975,0.05668016194331984,0.02834008097165992
1 3 4 5,0.145748987854251,0.2591093117408907,0.18218623481781376
2 6,0.032388663967611336,0.12955465587044535,0.08097165991902834
