R:A::C:P,0 1 3 4,2 5,6
0 1 3 4,0.4898785425101215,0.1659919028340081,0.06882591093117409
2 5,0.13360323886639677,0.0728744939271255,0.044534412955465584
6,0.020242914979757085,0.004048582995951417,0.0
