R:A::C:P,0,1 2 6,3 5,4
0,0.4666666666666667,0.2833333333333333,0.13333333333333333,0.11666666666666667
1 2 6,0.22053231939163498,0.49049429657794674,0.1482889733840304,0.14068441064638784
3 5,0.1282051282051282,0.358974358974359,0.358974358974359,0.15384615384615385
4,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.5
