R:A::C:P,0,1 2 6,3 5,4
0,0.07446808510638298,0.04521276595744681,0.02127659574468085,0.018617021276595744
1 2 6,0.15425531914893617,0.34308510638297873,0.10372340425531915,0.09840425531914894
3 5,0.013297872340425532,0.03723404255319149,0.03723404255319149,0.015957446808510637
4,0.005319148936170213,0.010638297872340425,0.0026595744680851063,0.018617021276595744
