R:A::C:P,0,1,2 6,3 5,4
0,0.4666666666666667,0.13333333333333333,0.15,0.13333333333333333,0.11666666666666667
1,0.28313253012048195,0.18674698795180722,0.27710843373493976,0.12650602409638553,0.12650602409638553
2 6,0.1134020618556701,0.1958762886597938,0.3402061855670103,0.18556701030927836,0.16494845360824742
3 5,0.1282051282051282,0.02564102564102564,0.3333333333333333,0.358974358974359,0.15384615384615385
4,0.14285714285714285,0.0,0.2857142857142857,0.07142857142857142,0.5
