R:A::C:P,0 5,1,2 3,4 6
0 5,0.21428571428571427,0.1360544217687075,0.11442786069651742,0.18461538461538463
1,0.36134453781512604,0.47619047619047616,0.3283582089552239,0.29743589743589743
2 3,0.25630252100840334,0.2653061224489796,0.3582089552238806,0.2564102564102564
4 6,0.16806722689075632,0.12244897959183673,0.19900497512437812,0.26153846153846155
