R:A::C:P,0 5,1,2 3,4 6
0 5,0.3923076923076923,0.15384615384615385,0.17692307692307693,0.27692307692307694
1,0.30714285714285716,0.25,0.2357142857142857,0.20714285714285716
2 3,0.2747747747747748,0.17567567567567569,0.32432432432432434,0.22522522522522523
4 6,0.2684563758389262,0.12080536912751678,0.2684563758389262,0.3422818791946309
